438937.0000000, 21.1656443, 105.7746941, -9.621, 0.0140000, 0.0140000, 0.0170000
438938.0000000, 21.1656445, 105.7746939, -9.657, 0.0140000, 0.0140000, 0.0190000
438939.0000000, 21.1656446, 105.7746940, -9.672, 0.0140000, 0.0140000, 0.0210000
438940.0000000, 21.1656444, 105.7746942, -9.642, 0.0140000, 0.0140000, 0.0180000
438941.0000000, 21.1656444, 105.7746943, -9.677, 0.0140000, 0.0140000, 0.0170000
438942.0000000, 21.1656445, 105.7746942, -9.721, 0.0140000, 0.0140000, 0.0150000
438943.0000000, 21.1656446, 105.7746940, -9.749, 0.0140000, 0.0140000, 0.0190000
438944.0000000, 21.1656446, 105.7746941, -9.749, 0.0140000, 0.0140000, 0.0170000
438945.0000000, 21.1656446, 105.7746941, -9.743, 0.0140000, 0.0140000, 0.0150000
438946.0000000, 21.1656446, 105.7746942, -9.753, 0.0140000, 0.0140000, 0.0160000
438947.0000000, 21.1656449, 105.7746939, -9.756, 0.0140000, 0.0140000, 0.0200000
438948.0000000, 21.1656447, 105.7746941, -9.727, 0.0140000, 0.0140000, 0.0170000
438949.0000000, 21.1656448, 105.7746941, -9.733, 0.0140000, 0.0140000, 0.0150000
438950.0000000, 21.1656447, 105.7746941, -9.730, 0.0140000, 0.0140000, 0.0170000
438951.0000000, 21.1656447, 105.7746941, -9.736, 0.0140000, 0.0140000, 0.0190000
438953.0000000, 21.1656447, 105.7746941, -9.727, 0.0140000, 0.0140000, 0.0170000
438954.0000000, 21.1656448, 105.7746941, -9.727, 0.0140000, 0.0140000, 0.0170000
438955.0000000, 21.1656449, 105.7746941, -9.727, 0.0140000, 0.0140000, 0.0180000
438956.0000000, 21.1656449, 105.7746942, -9.741, 0.0140000, 0.0140000, 0.0170000
438957.0000000, 21.1656450, 105.7746941, -9.734, 0.0140000, 0.0140000, 0.0140000
438959.0000000, 21.1656450, 105.7746941, -9.733, 0.0140000, 0.0140000, 0.0130000
438960.0000000, 21.1656450, 105.7746941, -9.724, 0.0140000, 0.0140000, 0.0110000
438961.0000000, 21.1656450, 105.7746940, -9.720, 0.0140000, 0.0140000, 0.0110000
438962.0000000, 21.1656450, 105.7746941, -9.721, 0.0140000, 0.0140000, 0.0110000
438963.0000000, 21.1656450, 105.7746941, -9.728, 0.0140000, 0.0140000, 0.0120000
438964.0000000, 21.1656450, 105.7746941, -9.722, 0.0140000, 0.0140000, 0.0120000
438965.0000000, 21.1656450, 105.7746941, -9.723, 0.0140000, 0.0140000, 0.0110000
438966.0000000, 21.1656450, 105.7746941, -9.725, 0.0140000, 0.0140000, 0.0110000
438967.0000000, 21.1656450, 105.7746941, -9.725, 0.0140000, 0.0140000, 0.0110000
438968.0000000, 21.1656450, 105.7746941, -9.731, 0.0140000, 0.0140000, 0.0110000
438969.0000000, 21.1656450, 105.7746941, -9.723, 0.0140000, 0.0140000, 0.0110000
438970.0000000, 21.1656450, 105.7746940, -9.719, 0.0140000, 0.0140000, 0.0110000
438971.0000000, 21.1656450, 105.7746941, -9.720, 0.0140000, 0.0140000, 0.0110000
438973.0000000, 21.1656453, 105.7746941, -9.745, 0.0140000, 0.0140000, 0.0140000
438974.0000000, 21.1656453, 105.7746942, -9.786, 0.0140000, 0.0140000, 0.0170000
438975.0000000, 21.1656453, 105.7746941, -9.810, 0.0140000, 0.0140000, 0.0150000
438977.0000000, 21.1656453, 105.7746941, -9.911, 0.0140000, 0.0140000, 0.0160000
438978.0000000, 21.1656453, 105.7746941, -9.985, 0.0140000, 0.0140000, 0.0120000
438979.0000000, 21.1656454, 105.7746942, -9.987, 0.0140000, 0.0140000, 0.0130000
438980.0000000, 21.1656453, 105.7746941, -9.990, 0.0140000, 0.0140000, 0.0140000
438981.0000000, 21.1656454, 105.7746940, -9.989, 0.0140000, 0.0140000, 0.0140000
438983.0000000, 21.1656453, 105.7746940, -10.032, 0.0140000, 0.0140000, 0.0140000
438984.0000000, 21.1656454, 105.7746941, -10.024, 0.0140000, 0.0140000, 0.0160000
438985.0000000, 21.1656454, 105.7746941, -10.016, 0.0140000, 0.0140000, 0.0170000
438986.0000000, 21.1656454, 105.7746942, -10.018, 0.0140000, 0.0140000, 0.0160000
438987.0000000, 21.1656453, 105.7746940, -10.032, 0.0140000, 0.0140000, 0.0130000
438988.0000000, 21.1656453, 105.7746940, -10.024, 0.0140000, 0.0140000, 0.0110000
438989.0000000, 21.1656453, 105.7746940, -10.035, 0.0140000, 0.0140000, 0.0110000
438991.0000000, 21.1656453, 105.7746939, -10.017, 0.0140000, 0.0140000, 0.0100000
438992.0000000, 21.1656453, 105.7746939, -10.021, 0.0140000, 0.0140000, 0.0100000
438993.0000000, 21.1656453, 105.7746939, -10.020, 0.0140000, 0.0140000, 0.0100000
438994.0000000, 21.1656453, 105.7746939, -10.020, 0.0140000, 0.0140000, 0.0100000
438995.0000000, 21.1656454, 105.7746939, -10.022, 0.0140000, 0.0140000, 0.0100000
438996.0000000, 21.1656453, 105.7746940, -10.024, 0.0140000, 0.0140000, 0.0100000
438997.0000000, 21.1656454, 105.7746939, -10.020, 0.0140000, 0.0140000, 0.0100000
438998.0000000, 21.1656454, 105.7746938, -10.013, 0.0140000, 0.0140000, 0.0100000
438999.0000000, 21.1656455, 105.7746938, -10.030, 0.0140000, 0.0140000, 0.0110000
439000.0000000, 21.1656455, 105.7746938, -10.054, 0.0140000, 0.0140000, 0.0120000
439001.0000000, 21.1656455, 105.7746939, -10.085, 0.0140000, 0.0140000, 0.0110000
439002.0000000, 21.1656455, 105.7746939, -10.113, 0.0140000, 0.0140000, 0.0120000
439003.0000000, 21.1656455, 105.7746938, -10.155, 0.0140000, 0.0140000, 0.0120000
439004.0000000, 21.1656456, 105.7746939, -10.191, 0.0140000, 0.0140000, 0.0110000
439005.0000000, 21.1656456, 105.7746938, -10.199, 0.0140000, 0.0140000, 0.0110000
